   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      600    0.001    0.000    0.005    0.000 figure.py:3228(clear)
     1200    0.019    0.000   52.571    0.044 figure.py:3237(draw)
      600    0.001    0.000    0.004    0.000 figure.py:3328(add_axobserver)
      600    0.001    0.000    0.001    0.000 figure.py:3332(<lambda>)
      600    0.006    0.000   47.800    0.080 figure.py:3334(savefig)
      600    0.004    0.000    5.211    0.009 figure.py:644(add_subplot)
   163750    0.107    0.000    0.165    0.000 figure.py:65(_stale_figure_callback)
      600    0.003    0.000    0.008    0.000 figure.py:772(_add_axes_internal)
      600    0.001    0.000    0.001    0.000 figure.py:79(__init__)
     2400    0.001    0.000    0.001    0.000 figure.py:83(as_list)
      600    0.000    0.000    0.000    0.000 figure.py:91(bubble)
      600    0.002    0.000    0.004    0.000 figure.py:965(clear)
      600    0.001    0.000    0.001    0.000 figure.py:97(add)
    49850    0.020    0.000    0.066    0.000 font_manager.py:1154(get_default_size)
    33405    0.124    0.000    0.596    0.000 font_manager.py:1293(findfont)
   200430    0.077    0.000    0.200    0.000 font_manager.py:1349(<genexpr>)
    32205    0.091    0.000    0.915    0.000 font_manager.py:1363(_find_fonts_by_props)
    32205    0.097    0.000    0.177    0.000 font_manager.py:1586(get_font)
    64410    0.022    0.000    0.022    0.000 font_manager.py:1610(<genexpr>)
    52250    0.076    0.000    0.878    0.000 font_manager.py:556(wrapper)
    52250    0.150    0.000    0.788    0.000 font_manager.py:656(__init__)
    63655    0.030    0.000    0.435    0.000 font_manager.py:677(_from_any)
   559005    0.857    0.000    1.283    0.000 font_manager.py:700(__hash__)
   182350    0.076    0.000    0.942    0.000 font_manager.py:711(__eq__)
   591210    0.056    0.000    0.056    0.000 font_manager.py:717(get_family)
   559005    0.044    0.000    0.044    0.000 font_manager.py:733(get_style)
   559005    0.042    0.000    0.042    0.000 font_manager.py:739(get_variant)
   559005    0.040    0.000    0.040    0.000 font_manager.py:745(get_weight)
   559005    0.041    0.000    0.041    0.000 font_manager.py:754(get_stretch)
   613410    0.046    0.000    0.046    0.000 font_manager.py:762(get_size)
   559005    0.040    0.000    0.040    0.000 font_manager.py:768(get_file)
   106705    0.068    0.000    0.132    0.000 font_manager.py:784(set_family)
    52250    0.054    0.000    0.141    0.000 font_manager.py:798(set_style)
    52250    0.043    0.000    0.100    0.000 font_manager.py:811(set_variant)
    55250    0.030    0.000    0.064    0.000 font_manager.py:824(set_weight)
    52250    0.022    0.000    0.052    0.000 font_manager.py:850(set_stretch)
    82300    0.154    0.000    0.236    0.000 font_manager.py:876(set_size)
    52250    0.010    0.000    0.010    0.000 font_manager.py:906(set_file)
   559005    0.041    0.000    0.041    0.000 font_manager.py:926(get_math_fontfamily)
    52250    0.020    0.000    0.051    0.000 font_manager.py:934(set_math_fontfamily)
   242605    0.119    0.000    1.654    0.000 font_manager.py:961(copy)
  5012505    0.680    0.000    0.680    0.000 fromnumeric.py:1900(_ravel_dispatcher)
  5012505    4.261    0.000    8.956    0.000 fromnumeric.py:1904(ravel)
    21600    0.004    0.000    0.004    0.000 fromnumeric.py:2014(_nonzero_dispatcher)
    21600    0.011    0.000    0.049    0.000 fromnumeric.py:2018(nonzero)
   128250    0.018    0.000    0.018    0.000 fromnumeric.py:206(_reshape_dispatcher)
   128250    0.088    0.000    0.661    0.000 fromnumeric.py:211(reshape)
  2022600    0.715    0.000    0.715    0.000 fromnumeric.py:2236(_clip_dispatcher)
  2022600    4.389    0.000   27.278    0.000 fromnumeric.py:2241(clip)
  1000500    0.191    0.000    0.191    0.000 fromnumeric.py:2333(_sum_dispatcher)
  1000500    2.452    0.000   13.465    0.000 fromnumeric.py:2338(sum)
     4800    0.001    0.000    0.001    0.000 fromnumeric.py:2472(_any_dispatcher)
     4800    0.009    0.000    0.050    0.000 fromnumeric.py:2477(any)
    20000    0.003    0.000    0.003    0.000 fromnumeric.py:2875(_cumsum_dispatcher)
    20000    0.013    0.000    0.116    0.000 fromnumeric.py:2879(cumsum)
    10800    0.002    0.000    0.002    0.000 fromnumeric.py:2958(_ptp_dispatcher)
    10800    0.016    0.000    0.063    0.000 fromnumeric.py:2962(ptp)
   267228    0.035    0.000    0.035    0.000 fromnumeric.py:3047(_max_dispatcher)
   267228    0.231    0.000    1.541    0.000 fromnumeric.py:3052(max)
   190309    0.023    0.000    0.023    0.000 fromnumeric.py:3185(_min_dispatcher)
   190309    0.149    0.000    0.906    0.000 fromnumeric.py:3190(min)
      800    0.000    0.000    0.000    0.000 fromnumeric.py:3519(_ndim_dispatcher)
      800    0.001    0.000    0.001    0.000 fromnumeric.py:3523(ndim)
    40908    0.005    0.000    0.005    0.000 fromnumeric.py:3614(_round_dispatcher)
    40908    0.024    0.000    0.142    0.000 fromnumeric.py:3618(round)
    67609    0.015    0.000    0.015    0.000 fromnumeric.py:3730(_mean_dispatcher)
    67609    0.218    0.000    1.313    0.000 fromnumeric.py:3735(mean)
   731589    2.169    0.000    6.019    0.000 fromnumeric.py:41(_wrapit)
  2234558    3.239    0.000   23.727    0.000 fromnumeric.py:51(_wrapfunc)
     1200    0.000    0.000    0.000    0.000 fromnumeric.py:574(_swapaxes_dispatcher)
     1200    0.001    0.000    0.007    0.000 fromnumeric.py:578(swapaxes)
  1458037    3.889    0.000   12.830    0.000 fromnumeric.py:69(_wrapreduction)
  1458037    0.991    0.000    0.991    0.000 fromnumeric.py:70(<dictcomp>)
     4800    0.012    0.000    0.042    0.000 fromnumeric.py:89(_wrapreduction_any_all)
     4800    0.003    0.000    0.003    0.000 fromnumeric.py:91(<dictcomp>)
     1200    0.000    0.000    0.000    0.000 fromnumeric.py:965(_sort_dispatcher)
     1200    0.002    0.000    0.003    0.000 fromnumeric.py:969(sort)
      800    0.000    0.000    0.000    0.000 function_base.py:20(_linspace_dispatcher)
      800    0.015    0.000    0.020    0.000 function_base.py:25(linspace)
   158304    0.842    0.000    6.010    0.000 functional.py:1660(norm)
  5947900    6.442    0.000  175.083    0.000 functional.py:1686(relu)
  3803810    4.981    0.000  102.404    0.000 functional.py:2096(softmax)
   989580    5.233    0.000   74.326    0.000 functional.py:3815(mse_loss)
   989580    3.895    0.000    9.653    0.000 functional.py:48(broadcast_tensors)
      600    0.002    0.000    0.003    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 functools.py:393(__get__)
      600    0.001    0.000    0.001    0.000 functools.py:65(wraps)
  4004000    0.595    0.000    0.595    0.000 fx.py:140(zero)
  1001000   12.607    0.000   25.930    0.000 fx.py:88(reward_func)
    58747    0.114    0.000    0.200    0.000 genericpath.py:121(_splitext)
      801    0.002    0.000    0.113    0.000 genericpath.py:16(exists)
      200    0.001    0.000    0.009    0.000 genericpath.py:39(isdir)
    26400    0.043    0.000    0.052    0.000 getlimits.py:493(__new__)
    26400    0.078    0.000    0.078    0.000 getlimits.py:598(smallest_normal)
    26400    0.013    0.000    0.091    0.000 getlimits.py:621(tiny)
    43200    0.064    0.000    0.064    0.000 getlimits.py:697(__init__)
    21600    0.014    0.000    0.014    0.000 getlimits.py:708(min)
    21600    0.012    0.000    0.012    0.000 getlimits.py:721(max)
 19152720   17.909    0.000   30.533    0.000 grad_mode.py:184(__init__)
  8421850   13.566    0.000   14.642    0.000 grad_mode.py:75(__init__)
  8421850   10.514    0.000   26.578    0.000 grad_mode.py:80(__enter__)
  8421850    9.301    0.000   22.445    0.000 grad_mode.py:84(__exit__)
  1154510    7.239    0.000 6190.823    0.005 graph.py:832(_engine_run_backward)
  1154510    0.604    0.000    3.978    0.000 graphs.py:47(is_current_stream_capturing)
      600    0.000    0.000    0.000    0.000 gridspec.py:100(set_width_ratios)
      600    0.001    0.000    0.001    0.000 gridspec.py:122(set_height_ratios)
      600    0.013    0.000    0.046    0.000 gridspec.py:144(get_grid_positions)
      600    0.000    0.000    0.000    0.000 gridspec.py:175(<listcomp>)
      600    0.000    0.000    0.000    0.000 gridspec.py:183(<listcomp>)
      600    0.002    0.000    0.011    0.000 gridspec.py:191(_check_gridspec_exists)
      600    0.002    0.000    0.005    0.000 gridspec.py:212(__getitem__)
      600    0.001    0.000    0.002    0.000 gridspec.py:216(_normalize)
      600    0.002    0.000    0.009    0.000 gridspec.py:313(__init__)
      600    0.002    0.000    0.007    0.000 gridspec.py:32(__init__)
      600    0.002    0.000    0.010    0.000 gridspec.py:397(get_subplot_params)
      600    0.001    0.000    0.001    0.000 gridspec.py:416(<dictcomp>)
      600    0.001    0.000    0.001    0.000 gridspec.py:541(__init__)
      600    0.003    0.000    0.020    0.000 gridspec.py:551(_from_subplot_args)
      600    0.000    0.000    0.000    0.000 gridspec.py:599(num2)
      600    0.000    0.000    0.000    0.000 gridspec.py:603(num2)
      600    0.000    0.000    0.000    0.000 gridspec.py:607(get_gridspec)
      600    0.008    0.000    0.067    0.000 gridspec.py:648(get_position)
      600    0.003    0.000    0.008    0.000 gridspec.py:736(__init__)
     1800    0.001    0.000    0.001    0.000 gridspec.py:74(get_geometry)
     1200    0.001    0.000    0.001    0.000 gridspec.py:766(update)
     4200    0.005    0.000    0.005    0.000 hatch.py:182(_validate_hatch_pattern)
     9200    0.002    0.000    0.002    0.000 hooks.py:83(warn_if_has_hooks)
2400/1200    0.019    0.000   51.882    0.043 image.py:116(_draw_list_compositing_images)
    18400    0.004    0.000    0.007    0.000 image.py:126(<genexpr>)
      600    0.018    0.000   13.650    0.023 image.py:1526(imsave)
        1    0.000    0.000    0.000    0.000 inspect.py:1112(getsourcelines)
        1    0.000    0.000    0.000    0.000 inspect.py:1133(getsource)
        4    0.000    0.000    0.000    0.000 inspect.py:182(ismodule)
        1    0.000    0.000    0.000    0.000 inspect.py:191(isclass)
      600    0.003    0.000    0.006    0.000 inspect.py:1959(_signature_bound_method)
      600    0.008    0.000    0.022    0.000 inspect.py:2280(_signature_from_function)
 1200/600    0.007    0.000    0.038    0.000 inspect.py:2375(_signature_from_callable)
     2400    0.004    0.000    0.007    0.000 inspect.py:2637(__init__)
     4200    0.000    0.000    0.000    0.000 inspect.py:2687(name)
      600    0.000    0.000    0.000    0.000 inspect.py:2691(default)
     3000    0.000    0.000    0.000    0.000 inspect.py:2699(kind)
     1200    0.001    0.000    0.001    0.000 inspect.py:277(isfunction)
     1200    0.005    0.000    0.007    0.000 inspect.py:2920(__init__)
     3000    0.001    0.000    0.002    0.000 inspect.py:2969(<genexpr>)
      600    0.001    0.000    0.040    0.000 inspect.py:2998(from_callable)
     1200    0.000    0.000    0.000    0.000 inspect.py:3006(parameters)
      600    0.001    0.000    0.003    0.000 inspect.py:3014(replace)
      600    0.001    0.000    0.041    0.000 inspect.py:3252(signature)
        1    0.000    0.000    0.000    0.000 inspect.py:355(istraceback)
      601    0.002    0.000    0.002    0.000 inspect.py:612(unwrap)
        1    0.000    0.000    0.000    0.000 inspect.py:629(_is_wrapper)
      600    0.000    0.000    0.000    0.000 inspect.py:632(_is_wrapper)
      603    0.001    0.000    0.002    0.000 inspect.py:66(get_annotations)
        1    0.000    0.000    0.000    0.000 inspect.py:773(getfile)
        1    0.000    0.000    0.000    0.000 inspect.py:813(getsourcefile)
        3    0.000    0.000    0.000    0.000 inspect.py:820(<genexpr>)
        3    0.000    0.000    0.000    0.000 inspect.py:823(<genexpr>)
        1    0.000    0.000    0.000    0.000 inspect.py:850(getmodule)
        1    0.000    0.000    0.000    0.000 inspect.py:932(findsource)
     1512    0.001    0.000    0.001    0.000 iostream.py:139(_event_pipe)
     1512    0.006    0.000    0.110    0.000 iostream.py:260(schedule)
      506    0.001    0.000    0.001    0.000 iostream.py:510(parent_header)
      506    0.001    0.000    0.001    0.000 iostream.py:545(_is_master_process)
      506    0.001    0.000    0.077    0.000 iostream.py:572(_schedule_flush)
      504    0.004    0.000    0.255    0.001 iostream.py:587(flush)
      506    0.007    0.000    0.086    0.000 iostream.py:650(write)
      600    0.001    0.000    0.015    0.000 legend.py:1019(set_title)
     2400    0.002    0.000    0.002    0.000 legend.py:1079(get_bbox_to_anchor)
      600    0.000    0.000    0.000    0.000 legend.py:1086(set_bbox_to_anchor)
     2400    0.004    0.000    0.054    0.000 legend.py:1129(_get_anchored_bbox)
      600    0.000    0.000    0.000    0.000 legend.py:1189(set_draggable)
     1400    0.004    0.000    0.007    0.000 legend.py:1230(_get_legend_handles)
     1400    0.001    0.000    0.001    0.000 legend.py:1235(<genexpr>)
      600    0.002    0.000    0.010    0.000 legend.py:1264(_get_legend_handles_labels)
      600    0.003    0.000    0.019    0.000 legend.py:1276(_parse_legend_args)
      600    0.025    0.000    0.827    0.001 legend.py:354(__init__)
     1400    0.003    0.000    0.020    0.000 legend.py:623(_set_artist_props)
      600    0.002    0.000    0.008    0.000 legend.py:633(set_loc)
      600    0.001    0.000    0.004    0.000 legend.py:700(_set_loc)
     7200    0.002    0.000    0.002    0.000 legend.py:713(_get_loc)
     2400    0.012    0.000    0.089    0.000 legend.py:718(_findoffset)
     1200    0.016    0.000    3.730    0.003 legend.py:735(draw)
     1200    0.000    0.000    0.000    0.000 legend.py:791(get_default_handler_map)
      600    0.000    0.000    0.001    0.000 legend.py:806(get_legend_handler_map)
     1600    0.003    0.000    0.003    0.000 legend.py:812(get_legend_handler)
      600    0.014    0.000    0.658    0.001 legend.py:838(_init_legend_box)
      600    0.003    0.000    0.102    0.000 legend.py:909(<listcomp>)
      800    0.003    0.000    0.256    0.000 legend_handler.py:103(legend_artist)
     1600    0.001    0.000    0.001    0.000 legend_handler.py:187(get_numpoints)
      800    0.001    0.000    0.001    0.000 legend_handler.py:193(get_xdata)
      800    0.007    0.000    0.245    0.000 legend_handler.py:285(create_artists)
      800    0.001    0.000    0.105    0.000 legend_handler.py:77(_update_prop)
      800    0.001    0.000    0.104    0.000 legend_handler.py:83(_default_update_prop)
      800    0.002    0.000    0.131    0.000 legend_handler.py:86(update_prop)
      800    0.001    0.000    0.001    0.000 legend_handler.py:94(adjust_drawing_area)
 32574570   80.429    0.000 2126.259    0.000 linear.py:130(forward)
  9751710    1.441    0.000    1.441    0.000 linear.py:46(forward)
        1    0.000    0.000    0.000    0.000 linecache.py:36(getlines)
        1    0.000    0.000    0.000    0.000 linecache.py:52(checkcache)
        1    0.000    0.000    0.000    0.000 linecache.py:80(updatecache)
    11925    0.012    0.000    0.574    0.000 lines.py:1049(get_path)
    34975    0.016    0.000    0.021    0.000 lines.py:1061(set_antialiased)
    34975    0.027    0.000    0.178    0.000 lines.py:1073(set_color)
    34975    0.033    0.000    0.056    0.000 lines.py:1085(set_drawstyle)
    34975    0.015    0.000    0.021    0.000 lines.py:1120(set_gapcolor)
    34975    0.033    0.000    0.077    0.000 lines.py:1143(set_linewidth)
    34975    0.091    0.000    0.187    0.000 lines.py:1158(set_linestyle)
    22250    0.026    0.000    0.387    0.000 lines.py:1203(set_marker)
   104925    0.092    0.000    0.190    0.000 lines.py:1217(_set_markercolor)
    34975    0.009    0.000    0.060    0.000 lines.py:1231(set_markeredgecolor)
    34975    0.014    0.000    0.110    0.000 lines.py:1241(set_markerfacecolor)
    34975    0.011    0.000    0.054    0.000 lines.py:1251(set_markerfacecoloralt)
    34975    0.018    0.000    0.030    0.000 lines.py:1261(set_markeredgewidth)
    34975    0.016    0.000    0.020    0.000 lines.py:1276(set_markersize)
   170950    0.152    0.000    0.362    0.000 lines.py:1290(set_xdata)
   270025    0.202    0.000    0.490    0.000 lines.py:1309(set_ydata)
    26975    0.068    0.000    2.998    0.000 lines.py:1352(update_from)
    34975    0.023    0.000    0.047    0.000 lines.py:1375(set_dash_joinstyle)
    34975    0.019    0.000    0.037    0.000 lines.py:1391(set_solid_joinstyle)
    34975    0.034    0.000    0.066    0.000 lines.py:1423(set_dash_capstyle)
    34975    0.021    0.000    0.040    0.000 lines.py:1439(set_solid_capstyle)
     6400    0.003    0.000    0.003    0.000 lines.py:1471(is_dashed)
    34975    0.451    0.000    4.142    0.000 lines.py:301(__init__)
    39175    0.029    0.000    0.036    0.000 lines.py:33(_get_dash_pattern)
    34975    0.015    0.000    0.047    0.000 lines.py:520(set_pickradius)
    34975    0.010    0.000    0.015    0.000 lines.py:565(set_markevery)
    15050    0.002    0.000    0.002    0.000 lines.py:624(get_markevery)
    68350    0.062    0.000    0.361    0.000 lines.py:662(set_data)
    27775    0.319    0.000    1.256    0.000 lines.py:686(recache)
    17450    0.032    0.000    0.176    0.000 lines.py:731(_transform_path)
    18250    0.011    0.000    0.132    0.000 lines.py:746(_get_transformed_path)
    35775    0.028    0.000    0.134    0.000 lines.py:752(set_transform)
    48350    0.793    0.000    7.591    0.000 lines.py:758(draw)
    81350    0.041    0.000    0.093    0.000 lines.py:89(_scale_dashes)
    15050    0.004    0.000    0.004    0.000 lines.py:916(get_drawstyle)
    15050    0.010    0.000    0.016    0.000 lines.py:956(get_markeredgecolor)
    30100    0.025    0.000    0.054    0.000 lines.py:982(_get_markerfacecolor)
    84200    0.087    0.000    4.042    0.000 markers.py:220(__init__)
    57225    0.107    0.000    0.896    0.000 markers.py:250(_recache)
    18250    0.020    0.000    0.030    0.000 markers.py:266(__bool__)
    52350    0.008    0.000    0.008    0.000 markers.py:272(get_fillstyle)
    84200    0.072    0.000    0.178    0.000 markers.py:275(_set_fillstyle)
    15050    0.009    0.000    0.021    0.000 markers.py:290(get_joinstyle)
    15050    0.007    0.000    0.015    0.000 markers.py:293(get_capstyle)
    15050    0.002    0.000    0.002    0.000 markers.py:296(get_marker)
    84200    0.173    0.000    3.777    0.000 markers.py:299(_set_marker)
    15050    0.002    0.000    0.002    0.000 markers.py:336(get_path)
    15050    0.011    0.000    0.087    0.000 markers.py:345(get_transform)
    15050    0.002    0.000    0.002    0.000 markers.py:355(get_alt_path)
    15050    0.002    0.000    0.002    0.000 markers.py:374(get_snap_threshold)
    34975    0.006    0.000    0.006    0.000 markers.py:449(_set_nothing)
     5725    0.010    0.000    0.056    0.000 markers.py:756(_set_tickleft)
     5725    0.007    0.000    0.041    0.000 markers.py:762(_set_tickright)
     5400    0.007    0.000    0.039    0.000 markers.py:770(_set_tickup)
     5400    0.010    0.000    0.054    0.000 markers.py:776(_set_tickdown)
     1200    0.003    0.000    0.005    0.000 mathtext.py:48(__init__)
102527520/4628460  123.122    0.000 8073.790    0.002 module.py:1771(_wrapped_call_impl)
102527520/4628460  278.395    0.000 8064.704    0.002 module.py:1779(_call_impl)
    10400    0.006    0.000    0.011    0.000 module.py:1916(__getstate__)
272703770  138.374    0.000  138.374    0.000 module.py:1951(__getattr__)
 35652883   60.532    0.000  209.895    0.000 module.py:2636(_named_members)
 35459950   14.831    0.000  237.205    0.000 module.py:2656(parameters)
 35652883   13.814    0.000  223.588    0.000 module.py:2681(named_parameters)
 39799219   15.515    0.000   19.477    0.000 module.py:2706(<lambda>)
155382049/42944432   88.879    0.000   99.883    0.000 module.py:2823(named_modules)
      600    0.000    0.000    0.000    0.000 multiarray.py:1053(unravel_index)
      800    0.000    0.000    0.000    0.000 multiarray.py:107(empty_like)
      800    0.000    0.000    0.000    0.000 multiarray.py:1098(copyto)
  7049381    1.140    0.000    1.140    0.000 multiarray.py:180(concatenate)
    10800    0.001    0.000    0.001    0.000 multiarray.py:690(result_type)
   103650    0.017    0.000    0.017    0.000 multiarray.py:761(dot)
  3803810  672.772    0.000 6791.556    0.002 nn.py:261(forward)
  1659720   58.034    0.000 3225.263    0.002 nn.py:412(forward)
  2144090   23.054    0.000 4850.480    0.002 nn.py:478(forward)
   500000    3.178    0.000   12.349    0.000 nn.py:513(add)
      500    0.001    0.000    0.003    0.000 nn.py:541(reset_history)
   494790   50.739    0.000 1524.352    0.003 nn.py:545(sample)
   994790    0.455    0.000    0.585    0.000 nn.py:566(__len__)
      201    0.001    0.000    0.002    0.000 ntpath.py:104(join)
    58149    0.146    0.000    0.179    0.000 ntpath.py:151(splitdrive)
    57747    0.200    0.000    0.443    0.000 ntpath.py:207(split)
    58747    0.064    0.000    0.278    0.000 ntpath.py:230(splitext)
    57547    0.045    0.000    0.485    0.000 ntpath.py:241(basename)
    57747    0.023    0.000    0.031    0.000 ntpath.py:36(_get_bothseps)
   115094    0.142    0.000    0.393    0.000 ntpath.py:52(normcase)
      800    0.001    0.000    0.001    0.000 numeric.py:1927(isscalar)
    10800    0.003    0.000    0.003    0.000 numeric.py:2333(_isclose_dispatcher)
    10800    0.192    0.000    0.307    0.000 numeric.py:2337(isclose)
    54000    0.021    0.000    0.030    0.000 numeric.py:2429(<genexpr>)
      800    0.000    0.000    0.000    0.000 numeric.py:360(_full_like_dispatcher)
      800    0.004    0.000    0.004    0.000 numeric.py:367(full_like)
     2400    0.007    0.000    0.049    0.000 offsetbox.py:1087(_get_anchored_bbox)
    18800    0.005    0.000    0.005    0.000 offsetbox.py:119(<listcomp>)
    18800    0.043    0.000    0.144    0.000 offsetbox.py:151(_get_aligned_offsets)
    47200    0.022    0.000    0.022    0.000 offsetbox.py:184(<genexpr>)
    42400    0.014    0.000    0.014    0.000 offsetbox.py:187(<genexpr>)
     2400    0.003    0.000    0.003    0.000 offsetbox.py:197(<listcomp>)
     4800    0.008    0.000    0.194    0.000 offsetbox.py:211(__init__)
 4800/600    0.005    0.000    0.024    0.000 offsetbox.py:221(set_figure)
9600/5400    0.009    0.000    0.018    0.000 offsetbox.py:233(axes)
     4600    0.003    0.000    0.020    0.000 offsetbox.py:273(set_offset)
     6400    0.009    0.000    0.103    0.000 offsetbox.py:291(get_offset)
    24000    0.012    0.000    0.035    0.000 offsetbox.py:332(get_visible_children)
    24000    0.017    0.000    0.023    0.000 offsetbox.py:334(<listcomp>)
    14400    0.007    0.000    0.007    0.000 offsetbox.py:336(get_children)
13600/5200    0.017    0.000    1.779    0.000 offsetbox.py:358(get_bbox)
     1200    0.004    0.000    0.816    0.001 offsetbox.py:363(get_window_extent)
5200/1200    0.029    0.000    2.669    0.002 offsetbox.py:374(draw)
     2600    0.004    0.000    0.136    0.000 offsetbox.py:389(__init__)
7200/4800    0.061    0.000    1.867    0.000 offsetbox.py:449(_get_bbox_and_child_offsets)
7200/4800    0.007    0.000    1.683    0.000 offsetbox.py:460(<listcomp>)
     7200    0.004    0.000    0.009    0.000 offsetbox.py:462(<listcomp>)
     7200    0.004    0.000    0.009    0.000 offsetbox.py:464(<listcomp>)
     7200    0.004    0.000    0.008    0.000 offsetbox.py:466(<listcomp>)
11600/6800    0.108    0.000    2.061    0.000 offsetbox.py:487(_get_bbox_and_child_offsets)
11600/6800    0.016    0.000    1.774    0.000 offsetbox.py:493(<listcomp>)
    11600    0.007    0.000    0.019    0.000 offsetbox.py:498(<listcomp>)
    11600    0.006    0.000    0.019    0.000 offsetbox.py:500(<listcomp>)
    11600    0.005    0.000    0.013    0.000 offsetbox.py:503(<listcomp>)
     6400    0.003    0.000    0.005    0.000 offsetbox.py:52(<lambda>)
     6400    0.011    0.000    0.146    0.000 offsetbox.py:54(get_offset)
      800    0.002    0.000    0.032    0.000 offsetbox.py:605(__init__)
     2400    0.002    0.000    0.023    0.000 offsetbox.py:638(get_transform)
     1600    0.004    0.000    0.022    0.000 offsetbox.py:649(set_offset)
     8400    0.002    0.000    0.002    0.000 offsetbox.py:65(_bbox_artist)
     8000    0.009    0.000    0.092    0.000 offsetbox.py:667(get_bbox)
      800    0.001    0.000    0.001    0.000 offsetbox.py:674(add_artist)
     1600    0.012    0.000    0.267    0.000 offsetbox.py:685(draw)
    18800    0.045    0.000    0.170    0.000 offsetbox.py:70(_get_packed_offsets)
     1400    0.008    0.000    0.167    0.000 offsetbox.py:718(__init__)
     1600    0.003    0.000    0.018    0.000 offsetbox.py:778(set_offset)
     8000    0.061    0.000    1.254    0.000 offsetbox.py:796(get_bbox)
     1600    0.004    0.000    0.740    0.000 offsetbox.py:820(draw)
  1154510    0.911    0.000    1.396    0.000 optimizer.py:100(_stack_if_compiling)
  1154510    3.166    0.000  588.659    0.001 optimizer.py:133(maybe_fallback)
  1154510    2.873    0.000   33.630    0.000 optimizer.py:163(_default_to_fused_or_foreach)
 16987790   24.797    0.000   24.797    0.000 optimizer.py:180(<genexpr>)
       40    0.000    0.000    0.000    0.000 optimizer.py:212(_get_scalar_dtype)
  1154510    0.614    0.000    0.787    0.000 optimizer.py:230(_to_scalar)
  1154510    7.329    0.000   29.967    0.000 optimizer.py:444(_cuda_graph_capture_health_check)
  1154510    0.246    0.000    0.246    0.000 optimizer.py:483(_optimizer_step_code)
  1154510   18.609    0.000  833.391    0.001 optimizer.py:497(wrapper)
  1154510    1.167    0.000   40.096    0.000 optimizer.py:531(_group_tensors_by_device_and_dtype)
  1154510   11.001    0.000  721.668    0.001 optimizer.py:62(_use_grad)
 31666560   31.336    0.000   79.212    0.000 optimizer.py:92(_get_value)
  1154510   48.909    0.000  134.457    0.000 optimizer.py:997(zero_grad)
        1    0.000    0.000    0.000    0.000 os.py:1080(__subclasshook__)
      200    0.001    0.000    0.050    0.000 os.py:200(makedirs)
  1154510    4.036    0.000    6.539    0.000 os.py:675(__getitem__)
  1154510    0.749    0.000    0.907    0.000 os.py:741(check_str)
  1154510    1.233    0.000    2.504    0.000 os.py:747(encodekey)
  1154510    1.373    0.000   10.424    0.000 os.py:772(getenv)
  1154510    0.777    0.000    0.777    0.000 overrides.py:1969(is_tensor_like)
        1    0.000    0.000    0.000    0.000 package_importer.py:726(_patched_getfile)
     9200    0.019    0.000    0.031    0.000 parameter.py:87(__reduce_ex__)
      600    0.003    0.000    0.006    0.000 patches.py:2312(__new__)
      600    0.000    0.000    0.001    0.000 patches.py:2323(<listcomp>)
      600    0.001    0.000    0.001    0.000 patches.py:2324(<dictcomp>)
      600    0.000    0.000    0.000    0.000 patches.py:2567(__init__)
     1200    0.006    0.000    0.030    0.000 patches.py:2579(__call__)
    18800    0.033    0.000    0.611    0.000 patches.py:307(get_transform)
     9600    0.009    0.000    0.021    0.000 patches.py:318(get_patch_transform)
     4800    0.003    0.000    0.007    0.000 patches.py:349(set_antialiased)
     7800    0.010    0.000    0.027    0.000 patches.py:362(_set_edgecolor)
     7200    0.004    0.000    0.029    0.000 patches.py:377(set_edgecolor)
     7800    0.009    0.000    0.072    0.000 patches.py:388(_set_facecolor)
      600    0.003    0.000    0.063    0.000 patches.py:3904(__init__)
     7200    0.003    0.000    0.073    0.000 patches.py:395(set_facecolor)
      600    0.002    0.000    0.008    0.000 patches.py:3956(set_boxstyle)
     1200    0.001    0.000    0.001    0.000 patches.py:3996(get_boxstyle)
     1200    0.001    0.000    0.005    0.000 patches.py:4000(set_mutation_scale)
     1200    0.000    0.000    0.000    0.000 patches.py:4011(get_mutation_scale)
     1200    0.000    0.000    0.000    0.000 patches.py:4026(get_mutation_aspect)
     1200    0.012    0.000    0.057    0.000 patches.py:4031(get_path)
     1200    0.004    0.000    0.010    0.000 patches.py:4103(set_bounds)
      600    0.001    0.000    0.009    0.000 patches.py:422(set_alpha)
     7200    0.009    0.000    0.022    0.000 patches.py:429(set_linewidth)
     4200    0.009    0.000    0.020    0.000 patches.py:444(set_linestyle)
     4200    0.033    0.000    0.267    0.000 patches.py:48(__init__)
     6600    0.006    0.000    0.014    0.000 patches.py:501(set_capstyle)
     4200    0.003    0.000    0.006    0.000 patches.py:521(set_joinstyle)
     4200    0.005    0.000    0.011    0.000 patches.py:541(set_hatch)
     8400    0.092    0.000    1.100    0.000 patches.py:583(_draw_paths_with_artist_properties)
     8400    0.034    0.000    1.520    0.000 patches.py:633(draw)
     3600    0.008    0.000    0.202    0.000 patches.py:654(get_window_extent)
     1200    0.007    0.000    0.101    0.000 patches.py:748(__init__)
     2400    0.004    0.000    0.006    0.000 patches.py:788(get_path)
    10400    0.016    0.000    0.039    0.000 patches.py:792(_convert_units)
     9200    0.057    0.000    0.484    0.000 patches.py:800(get_patch_transform)
